,country,att,mid,def,ovr,year
772,Ukraine,77,77,74,76,2022
773,United States,78,79,77,79,2005
774,United States,74,77,74,75,2006
775,United States,73,71,73,75,2007
776,United States,77,71,73,74,2008
777,United States,71,75,72,73,2009
778,United States,72,76,73,74,2010
779,United States,72,77,74,75,2011
780,United States,75,77,74,75,2012
781,United States,74,77,67,74,2013
782,United States,75,72,71,74,2014
783,United States,76,70,72,73,2015
784,United States,74,74,73,74,2016
785,United States,75,75,76,75,2017
786,United States,72,73,74,74,2018
787,United States,73,75,74,74,2019
788,United States,75,74,74,74,2020
789,United States,75,74,72,74,2021
790,United States,74,75,74,75,2022
791,Uruguay,82,75,75,76,2005
792,Uruguay,84,77,72,76,2006
793,Uruguay,79,73,75,77,2007
794,Uruguay,78,70,76,75,2008
795,Uruguay,68,76,76,76,2009
796,Uruguay,84,66,78,78,2010
797,Uruguay,83,74,79,78,2011
798,Uruguay,84,76,77,79,2012
799,Uruguay,84,77,78,79,2013
800,Uruguay,82,75,76,76,2014
801,Uruguay,75,74,77,76,2015
802,Uruguay,84,75,77,78,2016
803,Uruguay,85,76,80,79,2017
804,Uruguay,86,76,79,81,2018
805,Uruguay,85,79,82,81,2019
806,Uruguay,80,79,79,79,2020
807,Uruguay,79,79,78,79,2021
808,Uruguay,79,79,78,79,2022
809,Venezuela,74,69,70,71,2013
810,Venezuela,72,69,72,71,2014
811,Venezuela,72,70,72,71,2015
812,Venezuela,72,72,70,71,2016
813,Venezuela,76,71,71,73,2017
814,Venezuela,77,73,70,73,2018
815,Venezuela,77,71,69,72,2019
816,Venezuela,77,73,71,73,2020
817,Venezuela,74,70,69,71,2021
818,Wales,82,80,67,75,2005
819,Wales,78,77,64,71,2006
820,Wales,78,74,68,72,2007
821,Wales,76,72,71,71,2008
822,Wales,70,74,72,73,2014
823,Wales,73,73,71,73,2015
824,Wales,74,74,73,74,2016
825,Wales,76,75,76,76,2017
826,Wales,82,71,77,74,2018
827,Wales,77,74,73,74,2019
828,Wales,70,76,72,74,2020
829,Wales,77,74,72,74,2021
830,Wales,74,74,72,74,2022
